name	type	Description	id	prob	value	balancedByTargetCount	judgmentOnce	kind	mobSize	method	tickInterval	condition	abnormalityCategory	abnormalityKind	conditionCategory	conditionValue	mySkillCategory	isHidePassive	passivityChangeId	passivityChangeTime	prevPassivityId
[Random] Accessory_Increase Crit Factor	6	Increases Crit Factor by $value.	465118	1	40	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Random] Accessory_Increase Crit Factor	6	Increases Crit Factor by $value.	465119	1	42	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Random] Accessory_Increase Crit Factor	6	Increases Crit Factor by $value.	465120	1	44	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Random] Accessory_Increase Crit Factor	6	Increases Crit Factor by $value.	465121	1	46	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Random] Accessory_Increase Crit Factor	6	Increases Crit Factor by $value.	465122	1	48	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Random] Accessory_Increase Crit Factor	6	Increases Crit Factor by $value.	465123	1	50	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Random] Accessory_Increase Crit Factor	6	Increases Crit Factor by $value.	465124	1	52	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Random] Accessory_Increase Crit Factor	6	Increases Crit Factor by $value.	465125	1	54	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Random] Accessory_Increase Crit Factor	6	Increases Crit Factor by $value.	465126	1	56	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Random] Accessory_Increase Crit Factor	6	Increases Crit Factor by $value.	465127	1	58	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Random] Accessory_Increase Crit Factor	6	Increases Crit Factor by $value.	465128	1	60	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Random] Accessory_Increase Crit Factor	6	Increases Crit Factor by $value.	465129	1	62	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed] Weapon_Increases Crit Factor	6	Increases Crit Factor by $value.	510060	1	11	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed] Weapon_Increases Crit Rate	6	Increases Crit Factor by $value.	510065	1	14	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed] Gloves_Increases Crit Factor	6	Increases Crit Factor by $value.	523030	1	6	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed] Handwear_Increases Crit Rate (after '15 second half Handwear)	6	Increases Crit Factor by $value.	523032	1	9	FALSE	FALSE	0	all	2	0	0			0	0					
[Fixed] Handwear_Increases Crit Rate	6	Increases Crit Factor by $value.	523035	1	3	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed] Handwear_Increases Crit Rate	6	Increases Crit Factor by $value.	523220	1	9	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed Increase] Belts_Increases critical hit rate (Available in PC cafes only)	6	Increases Crit Factor by $value.	525579	1	6	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
innerwear_Crit Factor (Rare)	6	Increases Crit Factor by $value.	526002	1	12	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
innerwear_Crit Factor (High-grade)	6	Increases Crit Factor by $value.	526012	1	4	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed] Innerwear_Crit rate increase (Legendary)	6	Increases Crit Factor by $value.	526022	1	16	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed] Innerwear_Crit rate increase (Superior)	6	Increases Crit Factor by $value.	526027	1	20	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
	6		526048	1	2	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed] Necklace_Increases Crit Factor	6	Increases Crit Factor by $value.	530040	1	4	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed Increase] Necklace_Increase Crit Factor (Battleground)	6	Increases Crit Factor by $value.	535003	1	4	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed Increase] Necklace_Increase Crit Factor (Battleground)	6	Increases Crit Factor by $value.	535053	1	10	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed Increase] Necklace_Increase Crit Factor	6	Increases Crit Factor by $value.	535060	1	12	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed Increase] Necklace_Increases critical hit rate (Dreadnaught)	6	Increases Crit Factor by $value.	535066	1	16	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed Increase] Necklace_Increases Crit Rate (Illuminating Fighter)	6	Increases Crit Factor by $value.	535072	1	20	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed Increase] Necklace_Increases Crit Rate (Dakuryon)	6	Increases Crit Factor by $value.	535077	1	20	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed Increase] Necklace_Increases Crit Factor (first half of 2016)	6	Increases Crit Factor by $value.	535081	1	24	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed] ring_Increases Crit Factor	6	Increases Crit Factor by $value.	540040	1	4	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed Increase] Ring_Increase Crit Factor (Battleground Attack Speed normal)	6	Increases Crit Factor by $value.	540506	1	3	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed Increase] Ring_Increase Crit Factor (Battleground Attack Speed hard)	6	Increases Crit Factor by $value.	540507	1	5	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed Increase] Ring_Increase Crit Factor (Battleground crit normal)	6	Increases Crit Factor by $value.	540508	1	9	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed Increase] Ring_Increase Crit Factor (Battleground crit hard)	6	Increases Crit Factor by $value.	540509	1	13	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed Increase] Ring_Increase Crit Factor (Battleground Attack Speed normal)	6	Increases Crit Factor by $value.	540556	1	4	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed Increase] Ring_Increase Crit Factor (Battleground Attack Speed hard)	6	Increases Crit Factor by $value.	540557	1	6	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed Increase] Ring_Increase Crit Factor (Battleground crit normal)	6	Increases Crit Factor by $value.	540558	1	12	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed Increase] Ring_Increase Crit Factor (Battleground crit hard)	6	Increases Crit Factor by $value.	540559	1	16	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed Increase] Ring_Increase Crit Factor	6	Increases Crit Factor by $value.	540566	1	14	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed Increase] Ring_Increase Crit Factor	6	Increases Crit Factor by $value.	540567	1	18	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed] Ring_Increase  critical hit rate (Kalivan ,Low)	6	Increases Crit Factor by $value.	540574	1	18	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed] Ring_Increase  critical hit rate (Kalivan ,High)	6	Increases Crit Factor by $value.	540575	1	22	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed Increase] Ring_Increases Crit Rate (Illuminating Fighter)	6	Increases Crit Factor by $value.	540580	1	26	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed Increase] Ring_Increases Crit Rate (Dakuryon NM)	6	Increases Crit Factor by $value.	540583	1	22	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed Increase] Ring_Increases Crit Rate (Dakuryon HM)	6	Increases Crit Factor by $value.	540584	1	26	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed Increase] Ring_Increases Crit Factor (first half of 2016, Low)	6	Increases Crit Factor by $value.	540587	1	26	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed Increase] Ring_Increases Crit Factor (first half of 2016, High)	6	Increases Crit Factor by $value.	540588	1	30	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed Increase] Earrings_Increase Crit Factor (Gaze normal)	6	Increases Crit Factor by $value.	555502	1	2	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed Increase] Earrings_Increase Crit Factor (Gaze hard)	6	Increases Crit Factor by $value.	555503	1	3	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed Increase] Earrings_Increase Crit Factor (Battleground normal)	6	Increases Crit Factor by $value.	555510	1	2	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed Increase] Earrings_Increase Crit Factor (Battleground hard)	6	Increases Crit Factor by $value.	555511	1	3	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed Increase] Earrings_Increase Crit Factor (Battleground normal)	6	Increases Crit Factor by $value.	555560	1	6	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed Increase] Earrings_Increase Crit Factor (Battleground hard)	6	Increases Crit Factor by $value.	555561	1	8	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed Increase] Earring_Increase Crit Factor	6	Increases Crit Factor by $value.	555568	1	6	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed Increase] Earring_Increase Crit Factor	6	Increases Crit Factor by $value.	555569	1	8	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed Increase] Earrings_Increase  critical hit rate (Kalivan ,Low)	6	Increases Crit Factor by $value.	555578	1	8	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed Increase] Earrings_Increase  critical hit rate (Kalivan ,High)	6	Increases Crit Factor by $value.	555579	1	10	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed Increase] Earring_Increases Crit Rate (Illuminating Fighter)	6	Increases Crit Factor by $value.	555585	1	12	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed Increase] Earring_Increases Crit Rate (Dakuryon NM)	6	Increases Crit Factor by $value.	555589	1	10	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed Increase] Earring_Increases Crit Rate (Dakuryon HM)	6	Increases Crit Factor by $value.	555591	1	12	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed Increase] Earring_Increases Crit Factor (first half of 2016, Low)	6	Increases Crit Factor by $value.	555595	1	12	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed Increase] Earring_Increases Crit Factor (first half of 2016, High)	6	Increases Crit Factor by $value.	555597	1	14	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed Increase] Accessory_Increase Crit Factor	6	Increases Crit Factor by $value.	565100	1	2	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed Increase] Accessory_Increase Crit Factor	6	Increases Crit Factor by $value.	565101	1	4	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed Increase] Accessory_Increase Crit Factor	6	Increases Crit Factor by $value.	565102	1	6	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed Increase] Accessory_Increase Crit Factor	6	Increases Crit Factor by $value.	565103	1	8	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed Increase] Accessory_Increase Crit Factor	6	Increases Crit Factor by $value.	565104	1	10	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed Increase] Accessory_Increase Crit Factor	6	Increases Crit Factor by $value.	565105	1	12	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed Increase] Accessory_Increase Crit Factor	6	Increases Crit Factor by $value.	565106	1	14	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed Increase] Accessory_Increase Crit Factor	6	Increases Crit Factor by $value.	565107	1	16	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed Increase] Accessory_Increase Crit Factor	6	Increases Crit Factor by $value.	565108	1	18	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed Increase] Accessory_Increase Crit Factor	6	Increases Crit Factor by $value.	565109	1	20	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed Increase] Accessory_Increase Crit Factor	6	Increases Crit Factor by $value.	565110	1	22	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed Increase] Accessory_Increase Crit Factor	6	Increases Crit Factor by $value.	565111	1	24	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed Increase] Accessory_Increase Crit Factor	6	Increases Crit Factor by $value.	565112	1	26	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed Increase] Accessory_Increase Crit Factor	6	Increases Crit Factor by $value.	565113	1	28	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed Increase] Accessory_Increase Crit Factor	6	Increases Crit Factor by $value.	565114	1	30	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed Increase] Accessory_Increase Crit Factor	6	Increases Crit Factor by $value.	565115	1	32	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed Increase] Accessory_Increase Crit Factor	6	Increases Crit Factor by $value.	565116	1	34	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed Increase] Accessory_Increase Crit Factor	6	Increases Crit Factor by $value.	565117	1	36	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed Increase] Accessory_Increase Crit Factor	6	Increases Crit Factor by $value.	565118	1	38	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed Increase] Accessory_Increase Crit Factor	6	Increases Crit Factor by $value.	565119	1	40	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed Increase] Accessory_Increase Crit Factor	6	Increases Crit Factor by $value.	565120	1	42	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed Increase] Accessory_Increase Crit Factor	6	Increases Crit Factor by $value.	565121	1	44	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed Increase] Accessory_Increase Crit Factor	6	Increases Crit Factor by $value.	565122	1	46	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed Increase] Accessory_Increase Crit Factor	6	Increases Crit Factor by $value.	565123	1	48	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed Increase] Accessory_Increase Crit Factor	6	Increases Crit Factor by $value.	565124	1	50	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed Increase] Accessory_Increase Crit Factor	6	Increases Crit Factor by $value.	565125	1	52	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed Increase] Accessory_Increase Crit Factor	6	Increases Crit Factor by $value.	565126	1	54	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed Increase] Accessory_Increase Crit Factor	6	Increases Crit Factor by $value.	565127	1	56	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed Increase] Accessory_Increase Crit Factor	6	Increases Crit Factor by $value.	565128	1	58	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed Increase] Accessory_Increase Crit Factor	6	Increases Crit Factor by $value.	565129	1	60	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Fixed] Set_Increase Crit Factor (Battleground crit)	6	Increases Crit Factor by $value.	570020	1	12	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Latter_14_AccessorySet_Increases Crit Factor	6	Increases Crit Factor by $value.	570204	1	12	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Latter_14_AccessorySet_Increases Crit Factor	6	Increases Crit Factor by $value.	570207	1	6	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Former_15_AccessorySet_Increase critical hit rate	6	Increases Crit Factor by $value.	570232	1	12	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Former_15_AccessorySet_Increase  critical hit rate	6	Increases Crit Factor by $value.	570235	1	6	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
15second half_Accessory Set_Increases Crit Rate	6	Increases Crit Factor by $value.	570252	1	12	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
15second half_Accessory Set_Increases Crit Rate	6	Increases Crit Factor by $value.	570255	1	6	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Increase Crit Factor	6	Increases Crit Factor by $value.	1323060	1	3	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Masterwork] [Random] Weapon_Crit Factor increase	6	Increases Crit Factor by $value.	1410060	1	14	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Masterwork][Random] Weapon_Crit Rate increase (Style Option)	6	Increases Crit Factor by $value.	1410061	1	18	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Masterwork] [Random] Glove_increase Crit Factor	6	Increases Crit Factor by $value.	1423030	1	9	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Masterwork] [Fixed] Weapon_Increases Crit Factor	6	Increases Crit Factor by $value.	1510060	1	14	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Masterwork] [Fixed] Gloves_Increases Crit Factor	6	Increases Crit Factor by $value.	1523030	1	9	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Masterwork][Fixed] Gloves_Increases critical hit rates (Available for PC cafes only)	6	Increases Crit Factor by $value.	1523031	1	9	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Masterwork][Fixed] Handwear_Increases Crit Rate ('15 second half/Battleground Equalized Gear)	6	Increases Crit Factor by $value.	1523032	1	12	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
[Masterwork][Fixed] Handwear_Increases Crit Rate	6	Increases Crit Factor by $value.	1523220	1	12	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Increase Crit Factor	6	Increases Crit Factor by $value.	2320902	1	4	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Increase Crit Factor	6	Increases Crit Factor by $value.	2320903	1	4	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Increase Crit Factor	6	Increases Crit Factor by $value.	2323060	1	4	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Increase Crit Factor	6	Increases Crit Factor by $value.	2323061	1	4	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Increase Crit Factor	6	Increases Crit Factor by $value.	2323062	1	4	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
3-day Weapon Etching—Keen I  (Increases Crit Factor:6)	6	Ephemeral Keen Etching: Increases Crit Factor by 6.	4010013	1	6	FALSE	FALSE	0	all	2	0	0	0	0	0	0			4010099	259200	
3-day Weapon Etching—Keen II (Increases Crit Factor:9)	6	Ephemeral Keen Etching: Increases Crit Factor by 9.	4010018	1	9	FALSE	FALSE	0	all	2	0	0	0	0	0	0			4010099	259200	
3-day Weapon Etching—Keen III (Increases Crit Factor:14)	6	Ephemeral Keen Etching: Increases Crit Factor by 14.	4010023	1	14	FALSE	FALSE	0	all	2	0	0	0	0	0	0			4010099	259200	
3-day Glove Etching—Keen II (Increases Crit Factor:9)	6	Ephemeral Keen Etching: Increases Crit Factor by 9.	4010036	1	9	FALSE	FALSE	0	all	2	0	0	0	0	0	0			4010099	259200	
3-day Glove Etching—Keen III (Increases Crit Factor:14)	6	Ephemeral Keen Etching: Increases Crit Factor by 14.	4010041	1	14	FALSE	FALSE	0	all	2	0	0	0	0	0	0			4010099	259200	
Perm. Weapon Etching—Keen II (Increases Crit Factor:12)	6	Keen Etching: Increases Crit Factor by 12.	4010066	1	12	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Perm. Weapon Etching—Keen III (Increases Crit Factor:18)	6	Keen Etching: Increases Crit Factor by 18.	4010071	1	18	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Perm. Glove Etching—Keen II (Increases Crit Factor:12)	6	Keen Etching: Increases Crit Factor by 12.	4010084	1	12	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Perm. Glove Etching—Keen III (Increases Crit Factor:18)	6	Keen Etching: Increases Crit Factor by 18.	4010089	1	18	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Perm Weapon Etching—Keen I (Increases Crit Factor:6)	6	Keen Etching: Increases Crit Factor by 6.	4010218	1	6	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
	6		4010226	1	12	FALSE	FALSE	0	all	2	0	0	0	0	0	0			4010099	1296000	
Event Etching - Attack of Powerful BeastII (7days)	6		4010234	1	12	FALSE	FALSE	0	all	2	0	0	0	0	0	0			4010099	604800	
Weapon Etching - Keen IV	6	Keen Etching: Increases Crit Factor by 22.	4010246	1	22	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Glove Etching - Keen IV	6	Keen Etching: Increases Crit Factor by 22.	4010260	1	22	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Increase Resist to Crit	7	Increases Crit Resist Factor by $value.	324020	1	2	FALSE	FALSE	0	all	2	0	15	0	0	0	0					
[Random] Belt_Raise crit resistance	7	Increases Crit Resist Factor by $value.	425100	1	3	FALSE	FALSE	0	all	2	0	15	0	0	0	0					
[Random] Belt_Raise crit resistance	7	Increases Crit Resist Factor by $value.	425101	1	5	FALSE	FALSE	0	all	2	0	15	0	0	0	0					
[Random] Earring_Ring_Increases Crit Resist	7	Increases Crit Resist Factor by $value.	435012	1	10	FALSE	FALSE	0	all	2	0	15	0	0	0	0					
[Random] Earring_Ring_Increases Crit Resist	7	Increases Crit Resist Factor by $value.	435013	1	6	FALSE	FALSE	0	all	2	0	15	0	0	0	0					
[Random] Earring_Ring_Increases Crit Resist	7	Increases Crit Resist Factor by $value.	435014	1	4	FALSE	FALSE	0	all	2	0	15	0	0	0	0					
[Random] Earring_Increases Crit Resist	7	Increases Crit Resist Factor by $value.	445003	1	10	FALSE	FALSE	0	all	2	0	15	0	0	0	0					
[Random] Earring_Increases Crit Resist	7	Increases Crit Resist Factor by $value.	445004	1	6	FALSE	FALSE	0	all	2	0	15	0	0	0	0					
[Random] Earring_Increases Crit Resist	7	Increases Crit Resist Factor by $value.	445005	1	4	FALSE	FALSE	0	all	2	0	15	0	0	0	0					
[Random] Accessory_Raise crit resistance	7	Increases Crit Resist Factor by $value.	465500	1	3	FALSE	FALSE	0	all	2	0	15	0	0	0	0					
[Random] Accessory_Raise crit resistance	7	Increases Crit Resist Factor by $value.	465501	1	5	FALSE	FALSE	0	all	2	0	15	0	0	0	0					
[Fixed][Battleground] Chest_Crit Resist (illuminating fighter)	7	Increases Crit Resist Factor by $value.	520150	1	15	FALSE	FALSE	0	all	2	0	15	0	0	0	0					
[Fixed Increase] Chest_Increase Crit Resist Factor (Opportune)	7	Increases Crit Resist Factor by $value.	520506	1	4	FALSE	FALSE	0	all	2	0	15	0	0	0	0					
[Fixed Increase] Chest_Increase Crit Resist Factor (Favored)	7	Increases Crit Resist Factor by $value.	520507	1	8	FALSE	FALSE	0	all	2	0	15	0	0	0	0					
[Fixed Increase] Chest_Increase Crit Resist Factor (Advantaged)	7	Increases Crit Resist Factor by $value.	520508	1	10	FALSE	FALSE	0	all	2	0	15	0	0	0	0					
[Fixed Increase] Chest_Increase Crit Resist Factor (Controvert)	7	Increases Crit Resist Factor by $value.	520556	1	6	FALSE	FALSE	0	all	2	0	15	0	0	0	0			0	0	0
[Fixed Increase] Chest_Increase Crit Resist Factor (Defiance)	7	Increases Crit Resist Factor by $value.	520557	1	10	FALSE	FALSE	0	all	2	0	15	0	0	0	0			0	0	0
[Fixed Increase] Chest_Increase Crit Resist Factor (Renegade)	7	Increases Crit Resist Factor by $value.	520558	1	12	FALSE	FALSE	0	all	2	0	15	0	0	0	0			0	0	0
[Fixed Increase] Chest_Increase Crit Resist Factor (Deviate)	7	Increases Crit Resist Factor by $value.	520564	1	10	FALSE	FALSE	0	all	2	0	15	0	0	0	0			0	0	0
[Fixed Increase] Chest_Increase Crit Resist Factor (Tensus)	7	Increases Crit Resist Factor by $value.	520565	1	14	FALSE	FALSE	0	all	2	0	15	0	0	0	0			0	0	0
[Fixed Increase] Chest_Crit Resist Factor (Dreadnaught)	7	Increases Crit Resist Factor by $value.	520568	1	14	FALSE	FALSE	0	all	2	0	15	0	0	0	0			0	0	0
[Fixed Increase] Chest_Crit Resist Factor (Starfall)	7	Increases Crit Resist Factor by $value.	520569	1	16	FALSE	FALSE	0	all	2	0	15	0	0	0	0			0	0	0
[Fixed Increase] Chest_Crit Resist (Verno)	7	Increases Crit Resist Factor by $value.	520574	1	18	FALSE	FALSE	0	all	2	0	15	0	0	0	0			0	0	0
[Fixed Increase] Chest_Crit Resist (Illuminating Fighter)	7	Increases Crit Resist Factor by $value.	520575	1	14	FALSE	FALSE	0	all	2	0	15	0	0	0	0			0	0	0
[Fixed Increase] Chest_Crit Resist (Blacksmith : Vengeance)	7	Increases Crit Resist Factor by $value.	520576	1	21	FALSE	FALSE	0	all	2	0	15	0	0	0	0			0	0	0
[Fixed Increase] Footwear_Increase crit resistance (Advantaged)	7	Increases Crit Resist Factor by $value.	524506	1	6	FALSE	FALSE	0	all	2	0	15	0	0	0	0					
[Fixed Increase] Footwear_Increase crit resistance (Renegade)	7	Increases Crit Resist Factor by $value.	524556	1	8	FALSE	FALSE	0	all	2	0	15	0	0	0	0			0	0	0
[Fixed Increase] Footwear_Increase Crit Resist Factor (Tensus)	7	Increases Crit Resist Factor by $value.	524562	1	10	FALSE	FALSE	0	all	2	0	15	0	0	0	0			0	0	0
[Fixed Increase] Shoes_Crit Resist Factor (Starfall)	7	Increases Crit Resist Factor by $value.	524565	1	12	FALSE	FALSE	0	all	2	0	15	0	0	0	0			0	0	0
[Fixed Increase] Footwear_Increases Crit (Blacksmith : Vengeance)	7	Increases Crit Resist Factor by $value.	524570	1	18	FALSE	FALSE	0	all	2	0	15	0	0	0	0			0	0	0
[Fixed Increase][Battleground] Innerwear_Increases Crit Resistance	7	Increases Crit Resist Factor by $value.	526101	1	20	FALSE	FALSE	0	all	2	0	15	0	0	0	0					
[Fixed Increase] Necklace_Increase crit resistance	7	Increases Crit Resist Factor by $value.	535000	1	5	FALSE	FALSE	0	all	2	0	15	0	0	0	0					
[Fixed Increase] Necklace_Increase crit resistance	7	Increases Crit Resist Factor by $value.	535050	1	10	FALSE	FALSE	0	all	2	0	15	0	0	0	0					
[Fixed Increase] Necklace_Increase crit resistance	7	Increases Crit Resist Factor by $value.	535057	1	10	FALSE	FALSE	0	all	2	0	15	0	0	0	0					
[Fixed Increase] Necklace_Crit Resist Factor (Dreadnaught)	7	Increases Crit Resist Factor by $value.	535063	1	15	FALSE	FALSE	0	all	2	0	15	0	0	0	0					
[Fixed Increase] Necklace_Increases Crit Resist (Illuminating Fighter)	7	Increases Crit Resist Factor by $value.	535070	1	22	FALSE	FALSE	0	all	2	0	15	0	0	0	0					
[Fixed Increase] Necklace_Increases Crit Resist (Dakuryon)	7	Increases Crit Resist Factor by $value.	535075	1	22	FALSE	FALSE	0	all	2	0	15	0	0	0	0					
[Fixed Increase] Necklace_Increases Crit Resistance (first half of 2016)	7	Increases Crit Resist Factor by $value.	535079	1	26	FALSE	FALSE	0	all	2	0	15	0	0	0	0					
[Fixed Increase] Earrings_Increase crit resistance (Battleground normal)	7	Increases Crit Resist Factor by $value.	555512	1	5	FALSE	FALSE	0	all	2	0	15	0	0	0	0					
[Fixed Increase] Earrings_Increase crit resistance (Battleground hard)	7	Increases Crit Resist Factor by $value.	555513	1	7	FALSE	FALSE	0	all	2	0	15	0	0	0	0					
[Fixed Increase] Earrings_Increase crit resistance (Battleground normal)	7	Increases Crit Resist Factor by $value.	555562	1	10	FALSE	FALSE	0	all	2	0	15	0	0	0	0					
[Fixed Increase] Earrings_Increase crit resistance (Battleground hard)	7	Increases Crit Resist Factor by $value.	555563	1	14	FALSE	FALSE	0	all	2	0	15	0	0	0	0					
[Fixed Increase] Earring_Increase crit resistance	7	Increases Crit Resist Factor by $value.	555564	1	10	FALSE	FALSE	0	all	2	0	15	0	0	0	0					
