Name	Description	id	value	bySkillCategory	group	infinity	isBuff	isHideOnRefresh	isShow	kind	level	notCareDeath	priority	property	time	isHideOnRaid	useDamageFont	isBlockOtherSpecialShader	type	method	tickInterval	appearEffectId	disappearEffectId	effectPart	effectId	effectPart	overlayEffectId	appearEffectId	disappearEffectId	damageEffectId	ShaderOnAlly	ShaderOnMy	ShaderOnOther	appearShader	disappearShader	effectTime	attackEffectId	isEnemyCheck	arcaneFxId
Ready to Counterpunch	Can use Counterpunch.	10153000	0	92010	skill	FALSE	TRUE	TRUE	TRUE	1700	98	FALSE	1	4	6000				209	3	0																		
Ready to Counterpunch	Can use Counterpunch.	10153000	10153506	92010	skill	FALSE	TRUE	TRUE	TRUE	1700	98	FALSE	1	4	6000				264	0	0																		
	No debuff display	10153001	1	0	skill	TRUE	TRUE	TRUE	FALSE	1701	98	FALSE	1	4	3100				4	3	0																		
	No debuff display	10153002	1	0	skill	TRUE	TRUE	TRUE	FALSE	1701	98	FALSE	1	4	3100				4	3	0																		
	No debuff display	10153003	1	0	skill	TRUE	TRUE	TRUE	FALSE	1701	98	FALSE	1	4	3100				4	3	0																		
	No debuff display	10153004	1	0	skill	TRUE	TRUE	TRUE	FALSE	1701	98	FALSE	1	4	3100				4	3	0																		
	No debuff display	10153005	1	0	skill	TRUE	TRUE	TRUE	FALSE	1701	98	FALSE	1	4	3100				4	3	0																		
		10153006	1	0	skill	TRUE	TRUE	TRUE	FALSE	1701	98	FALSE	1	4	3100				4	3	0																		
	No debuff display	10153010	1.4	0	skill	FALSE	TRUE	TRUE	FALSE	1702	99	FALSE	1	4	500				260	3	0																		
	No debuff display	10153010	1.4	0	skill	FALSE	TRUE	TRUE	FALSE	1702	99	FALSE	1	4	500				281	3	0																		
Off Balance	Disoriented in the air	10153020	0	34		FALSE	FALSE	TRUE	TRUE	25200	2	FALSE	1	3	3000				210	0	0																		
		10153021	0	34		FALSE	FALSE	TRUE	TRUE	25200	1	FALSE	1	3	2000				210	0	0																		
Concussed	Stunned from concussion.	10153030	5	0		FALSE	FALSE	TRUE	TRUE	25201	1	FALSE	1	3	3000				211	0	0			FXHead18	2012		1001												
Growing Fury	Decreases Attack Speed by 10. Increases Power and Crit Factor by 30. Draws 10% more aggro. Decreases skill cooldown by 30% and adds frontal defense effect to all attack skills.	10153040	0	9001	skill	TRUE	TRUE	TRUE	TRUE	1703	3	FALSE	1	4	15000				283	0	0																		
Growing Fury	Decreases Attack Speed by 10. Increases Power and Crit Factor by 30. Draws 10% more aggro. Decreases skill cooldown by 30% and adds frontal defense effect to all attack skills.	10153040	0.1	9001	skill	TRUE	TRUE	TRUE	TRUE	1703	3	FALSE	1	4	15000				259	0	0																		
Growing Fury	Decreases Attack Speed by 10. Increases Power and Crit Factor by 30. Draws 10% more aggro. Decreases skill cooldown by 30% and adds frontal defense effect to all attack skills.	10153040	-10	9001	skill	TRUE	TRUE	TRUE	TRUE	1703	3	FALSE	1	4	15000				24	2	0																		
Growing Fury	Decreases Attack Speed by 10. Increases Power and Crit Factor by 30. Draws 10% more aggro. Decreases skill cooldown by 30% and adds frontal defense effect to all attack skills.	10153040	0.7	9001	skill	TRUE	TRUE	TRUE	TRUE	1703	3	FALSE	1	4	15000				208	3	0																		
Growing Fury	Decreases Attack Speed by 10. Increases Power and Crit Factor by 30. Draws 10% more aggro. Decreases skill cooldown by 30% and adds frontal defense effect to all attack skills.	10153040	1.1	9001	skill	TRUE	TRUE	TRUE	TRUE	1703	3	FALSE	1	4	15000				20	3	0																		
Growing Fury	Decreases Attack Speed by 10. Increases Power and Crit Factor by 30. Draws 10% more aggro. Decreases skill cooldown by 30% and adds frontal defense effect to all attack skills.	10153040	30	9001	skill	TRUE	TRUE	TRUE	TRUE	1703	3	FALSE	1	4	15000				3	2	0																		
Growing Fury	Decreases Attack Speed by 10. Increases Power and Crit Factor by 30. Draws 10% more aggro. Decreases skill cooldown by 30% and adds frontal defense effect to all attack skills.	10153040	30	9001	skill	TRUE	TRUE	TRUE	TRUE	1703	3	FALSE	1	4	15000				6	2	0																		
Growing Fury	Decreases Attack Speed by 10. Increases Power and Crit Factor by 30. Draws 10% more aggro. Decreases skill cooldown by 30% and adds frontal defense effect to all attack skills.	10153040	-300	9001	skill	TRUE	TRUE	TRUE	TRUE	1703	3	FALSE	1	4	15000				53	2	1																		
Growing Fury	Decreases Attack Speed by 10. Increases Power and Crit Factor by 30. Draws 10% more aggro. Decreases skill cooldown by 30% and adds frontal defense effect to all attack skills.	10153040	10153041	9001	skill	TRUE	TRUE	TRUE	TRUE	1703	3	FALSE	1	4	15000				264	0	0																		
Growing Fury	Decreases Attack Speed by 10. Increases Power and Crit Factor by 30. Draws 10% more aggro. Decreases skill cooldown by 30% and adds frontal defense effect to all attack skills.	10153040	10153042	9001	skill	TRUE	TRUE	TRUE	TRUE	1703	3	FALSE	1	4	15000				264	0	0																		
	No debuff display	10153041	0	92021	skill	TRUE	TRUE	TRUE	FALSE	1704	1	FALSE	1	4	15000				210	0	0			FxCenter	150529107														
		10153042	0	92020	skill	TRUE	TRUE	TRUE	FALSE	1716	1	FALSE	1	4	15000				210	0	0			FxCenter	150529107														
Overwhelming Rage	Rage...taking...over!	10153050	0	92018	skill	TRUE	TRUE	TRUE	TRUE	1705	98	FALSE	1	4	60000				209	3	0																		
	No debuff display	10153051	0	0	skill	TRUE	TRUE	TRUE	FALSE	1703	99	FALSE	1	4	10000				33	1	0																		
Pounding Rage	Rage can be stored for up to 30 seconds, after which it decays rapidly. Damaging an enemy restarts this countdown.	10153052	0	0	skill	FALSE	TRUE	TRUE	TRUE	1712	99	FALSE	1	4	30000				33	1	0																		
Overwhelming Rage	Unable to control your Rage.	10153053	0	0	skill	FALSE	TRUE	TRUE	TRUE	1705	98	FALSE	1	4	60000				33	1	0																		
	No debuff display	10153060	1	0	skill	FALSE	TRUE	TRUE	FALSE	1706	99	FALSE	1	4	3000				4	3	0																		
	No debuff display	10153061	10153060	0	skill	FALSE	TRUE	TRUE	FALSE	1710	99	FALSE	1	4	3000				264	0	0																		
	No debuff display	10153062	10153060	0	skill	FALSE	TRUE	TRUE	FALSE	1710	99	FALSE	1	4	3000				264	0	0																		
	No debuff display	10153063	10153060	0	skill	FALSE	TRUE	TRUE	FALSE	1710	99	FALSE	1	4	3000				264	0	0																		
		10153064	10153060	0	skill	FALSE	TRUE	TRUE	FALSE	1710	99	FALSE	1	4	3000				264	0	0																		
	No debuff display	10153070	1.5	0	skill	FALSE	TRUE	TRUE	FALSE	1707	1	FALSE	2	4	500				260	3	0																		
	No debuff display	10153070	-3000	0	skill	FALSE	TRUE	TRUE	FALSE	1707	1	FALSE	2	4	500				280	2	0																		
	No debuff display	10153070	10153071	0	skill	FALSE	TRUE	TRUE	FALSE	1707	1	FALSE	2	4	500				264	0	0																		
Spent Fury	Deadly Fury cooldown is active.	10153071	0	0		FALSE	TRUE	FALSE	TRUE	22456	99	TRUE	1	1	300000				3	2	0																		
	No debuff display	10153080	1	0	skill	FALSE	TRUE	TRUE	FALSE	1708	99	FALSE	1	4	5000				4	3	0																		
		10153090	1	0	skill	TRUE	TRUE	TRUE	FALSE	1713	99	FALSE	1	4	5000				4	3	0			FxCenter	150529112														
		10153091	10153092	0	skill	TRUE	TRUE	TRUE	FALSE	1713	99	FALSE	1	4	5000				264	0	0			FxCenter	150529112														
		10153092	1	0	skill	TRUE	TRUE	TRUE	FALSE	1715	99	FALSE	1	4	5000				4	3	0																		
		10153093	0	0	skill	TRUE	TRUE	TRUE	FALSE	1714	99	FALSE	1	4	5000				287	0	0																		
Mounting Rage	Generates 50 Rage per second.	10153110	0	0	skill	FALSE	TRUE	TRUE	TRUE	1709	1	FALSE	1	4	20000				33	1	0																		
Mounting Rage	Generates 50 Rage per second.	10153110	1.5	0	skill	FALSE	TRUE	TRUE	TRUE	1709	1	FALSE	1	4	20000				280	3	0																		
Mounting Rage	Generates 50 Rage per second.	10153110	50	0	skill	FALSE	TRUE	TRUE	TRUE	1709	1	FALSE	1	4	20000				53	2	1																		
		10153121	2	0	skill	FALSE	TRUE	TRUE	FALSE	1711	99	FALSE	1	4	120000				280	3	0																		
		10153121	2	0	skill	FALSE	TRUE	TRUE	FALSE	1711	99	FALSE	1	4	120000				286	3	0																		
		10153130	10153006	0	skill	TRUE	TRUE	TRUE	FALSE	1715	99	FALSE	1	4	5000				264	0	0																		
		10153131	10153006	0	skill	TRUE	TRUE	TRUE	FALSE	1715	99	FALSE	1	4	5000				264	0	0																		
Hammered	Weakened by a flurry of rapid jabs. Decreases Endurance by $H_W_BAD$value$COLOR_END. Effect stacks up to 8 times.	10153140	0.99	0		FALSE	FALSE	FALSE	TRUE	22409	3	FALSE	1	1	20000				4	3	0	3273		FXCenter62					3274										
Ready to Kick It	Can use High Kick.	10153503	0	92015	skill	FALSE	TRUE	TRUE	TRUE	1750	98	FALSE	1	4	5000				209	3	0																		
	No debuff display	10153504	1	0	skill	FALSE	TRUE	TRUE	FALSE	1751	99	FALSE	1	4	4000				4	3	0																		
		10153505	1	0	skill	FALSE	TRUE	TRUE	FALSE	1753	99	FALSE	1	4	4000				4	3	0																		
	No debuff display	10153507	200	0	skill	FALSE	TRUE	TRUE	FALSE	1752	99	FALSE	1	4	500				280	2	0																		
		10153508	1	0	skill	FALSE	TRUE	TRUE	FALSE	1754	98	FALSE	1	4	4000				4	3	0																		
		10153509	0	88		TRUE	FALSE	TRUE	FALSE	25202	99	FALSE	1	3	2000				210	0	0																		
		10154000	1	0	skill	FALSE	TRUE	TRUE	FALSE	1800	99	FALSE	1	4	1650				4	3	0																		
		10154001	1	0	skill	FALSE	TRUE	TRUE	FALSE	1800	99	FALSE	1	4	1500				4	3	0																		
		10154002	1	0	skill	FALSE	TRUE	TRUE	FALSE	1800	99	FALSE	1	4	1400				4	3	0																		
		10154003	1	0	skill	FALSE	TRUE	TRUE	FALSE	1800	99	FALSE	1	4	1400				4	3	0																		
		10154004	1	0	skill	FALSE	TRUE	TRUE	FALSE	1800	99	FALSE	1	4	1400				4	3	0																		
		10154005	1	0	skill	FALSE	TRUE	TRUE	FALSE	1800	99	FALSE	1	4	1600				4	3	0																		
		10154006	1	0	skill	FALSE	TRUE	TRUE	FALSE	1800	99	FALSE	1	4	100				4	3	0																		
Shadow Jump	Using Shadow Jump again will trigger a cooldown.	10154010	1	93002	skill	FALSE	TRUE	FALSE	onlyIcon	1801	99	FALSE	8	4	3000				239	3	0																		
Jagged Path	Stunned. Cannot move.	10154020	5	0		FALSE	FALSE	TRUE	TRUE	25200	1	FALSE	1	3	1500				211	0	0			FXHead18	2012		1001												
Chakra Thrust	Stunned. Cannot move.	10154021	5	0		FALSE	FALSE	TRUE	TRUE	25200	1	FALSE	1	3	3000				211	0	0			FXHead18	2012		1001												
Focus	Skill damage increased.	10154030	01.05	0	skill	TRUE	TRUE	TRUE	TRUE	1802	1	FALSE	1	4	12000				162	0	0			FXCenter120	8321														
Focus	Skill damage increased.	10154030	-20	0	skill	TRUE	TRUE	TRUE	TRUE	1802	1	FALSE	1	4	12000				52	2	1																		
Focus	Skill damage increased.	10154030	10154031	0	skill	TRUE	TRUE	TRUE	TRUE	1802	1	FALSE	1	4	12000				264	0	0																		
Focus	Skill damage increased.	10154030	10154031	0	skill	TRUE	TRUE	TRUE	TRUE	1802	1	FALSE	1	4	12000				112	0	0																		
	BTS	10154031	10154032	0	skill	FALSE	TRUE	FALSE	FALSE	1821	1	FALSE	1	4	5000				223	0	0																		
Intense Focus	Skill damage increased.	10154032	01.01	0	skill	FALSE	TRUE	FALSE	onlyIconNoCoolTime	1820	1	FALSE	1	4	60000				162	0	0																		
Intense Focus	Skill damage increased.	10154032	10154031	0	skill	FALSE	TRUE	FALSE	onlyIconNoCoolTime	1820	1	FALSE	1	4	60000				264	0	0																		
	BTS	10154033	1	0	skill	FALSE	TRUE	FALSE	FALSE	1820	99	FALSE	1	4	100				162	0	0																		
	BTS	10154033	10154034	0	skill	FALSE	TRUE	FALSE	FALSE	1820	99	FALSE	1	4	100				264	0	0																		
	BTS	10154033	10154035	0	skill	FALSE	TRUE	FALSE	FALSE	1820	99	FALSE	1	4	100				264	0	0																		
	BTS	10154034	1	0	skill	FALSE	TRUE	FALSE	FALSE	1821	99	FALSE	1	4	100				162	0	0																		
	BTS	10154034	93011	0	skill	FALSE	TRUE	FALSE	FALSE	1821	99	FALSE	1	4	100				261	0	0																		
	BTS	10154035	1	0	skill	FALSE	TRUE	FALSE	FALSE	1802	99	FALSE	1	4	100				162	0	0																		
Mind and Body as One	Chi can be stored for up to 30 seconds, after which it decays rapidly. Damaging an enemy restarts this countdown.	10154040	0	0	skill	FALSE	TRUE	TRUE	TRUE	1803	99	FALSE	1	4	30000				33	1	0																		
Smoke Cloud	Can evade enemy attacks.	10154050	0	0	skill	FALSE	TRUE	TRUE	onlyIconNoCoolTime	1804	1	FALSE	1	4	6000				245	9	0																		
	BTS	10154051	10154052	0	skill	FALSE	TRUE	FALSE	FALSE	1808	99	FALSE	1	4	1000				223	0	0																		
		10154052	1	0	skill	FALSE	TRUE	TRUE	FALSE	1804	99	FALSE	1	4	1				4	3	0																		
		10154060	10154070	93015	skill	FALSE	TRUE	FALSE	FALSE	1805	99	FALSE	8	4	1300				264	0	0																		
		10154060	10154100	93015	skill	FALSE	TRUE	FALSE	FALSE	1805	99	FALSE	8	4	1300				264	0	0																		
		10154060	10154101	93015	skill	FALSE	TRUE	FALSE	FALSE	1805	99	FALSE	8	4	1300				264	0	0																		
		10154061	93100	93015	skill	FALSE	TRUE	FALSE	FALSE	1805	99	FALSE	8	4	850				261	0	0																		
		10154061	10154071	93015	skill	FALSE	TRUE	FALSE	FALSE	1805	99	FALSE	8	4	850				264	0	0																		
		10154061	10154100	93015	skill	FALSE	TRUE	FALSE	FALSE	1805	99	FALSE	8	4	850				264	0	0																		
		10154061	10154101	93015	skill	FALSE	TRUE	FALSE	FALSE	1805	99	FALSE	8	4	850				264	0	0																		
		10154062	93100	93015	skill	FALSE	TRUE	FALSE	FALSE	1805	99	FALSE	8	4	850				261	0	0																		
		10154062	10154072	93015	skill	FALSE	TRUE	FALSE	FALSE	1805	99	FALSE	8	4	850				264	0	0																		
		10154062	10154100	93015	skill	FALSE	TRUE	FALSE	FALSE	1805	99	FALSE	8	4	850				264	0	0																		
		10154062	10154101	93015	skill	FALSE	TRUE	FALSE	FALSE	1805	99	FALSE	8	4	850				264	0	0																		
		10154063	93100	93015	skill	FALSE	TRUE	FALSE	FALSE	1805	99	FALSE	8	4	850				261	0	0																		
		10154063	10154073	93015	skill	FALSE	TRUE	FALSE	FALSE	1805	99	FALSE	8	4	850				264	0	0																		
		10154063	10154100	93015	skill	FALSE	TRUE	FALSE	FALSE	1805	99	FALSE	8	4	850				264	0	0																		
		10154063	10154101	93015	skill	FALSE	TRUE	FALSE	FALSE	1805	99	FALSE	8	4	850				264	0	0																		
		10154064	93100	93015	skill	FALSE	TRUE	FALSE	FALSE	1805	99	FALSE	8	4	850				261	0	0																		
		10154064	10154074	93015	skill	FALSE	TRUE	FALSE	FALSE	1805	99	FALSE	8	4	850				264	0	0																		
		10154064	10154100	93015	skill	FALSE	TRUE	FALSE	FALSE	1805	99	FALSE	8	4	850				264	0	0																		
		10154064	10154101	93015	skill	FALSE	TRUE	FALSE	FALSE	1805	99	FALSE	8	4	850				264	0	0																		
		10154065	93100	93015	skill	FALSE	TRUE	FALSE	FALSE	1805	99	FALSE	8	4	850				261	0	0																		
		10154065	10154075	93015	skill	FALSE	TRUE	FALSE	FALSE	1805	99	FALSE	8	4	850				264	0	0																		
		10154065	10154100	93015	skill	FALSE	TRUE	FALSE	FALSE	1805	99	FALSE	8	4	850				264	0	0																		
		10154065	10154101	93015	skill	FALSE	TRUE	FALSE	FALSE	1805	99	FALSE	8	4	850				264	0	0																		
		10154066	93100	93015	skill	FALSE	TRUE	FALSE	FALSE	1805	99	FALSE	8	4	850				261	0	0																		
		10154066	10154076	93015	skill	FALSE	TRUE	FALSE	FALSE	1805	99	FALSE	8	4	850				264	0	0																		
		10154066	10154100	93015	skill	FALSE	TRUE	FALSE	FALSE	1805	99	FALSE	8	4	850				264	0	0																		
		10154066	10154101	93015	skill	FALSE	TRUE	FALSE	FALSE	1805	99	FALSE	8	4	850				264	0	0																		
		10154067	93100	93015	skill	FALSE	TRUE	FALSE	FALSE	1805	99	FALSE	8	4	850				261	0	0																		
		10154067	10154077	93015	skill	FALSE	TRUE	FALSE	FALSE	1805	99	FALSE	8	4	850				264	0	0																		
		10154067	10154100	93015	skill	FALSE	TRUE	FALSE	FALSE	1805	99	FALSE	8	4	850				264	0	0																		
		10154067	10154101	93015	skill	FALSE	TRUE	FALSE	FALSE	1805	99	FALSE	8	4	850				264	0	0																		
		10154068	93100	93015	skill	FALSE	TRUE	FALSE	FALSE	1805	99	FALSE	8	4	850				261	0	0																		
		10154068	10154078	93015	skill	FALSE	TRUE	FALSE	FALSE	1805	99	FALSE	8	4	850				264	0	0																		
		10154068	10154100	93015	skill	FALSE	TRUE	FALSE	FALSE	1805	99	FALSE	8	4	850				264	0	0																		
		10154068	10154101	93015	skill	FALSE	TRUE	FALSE	FALSE	1805	99	FALSE	8	4	850				264	0	0																		
		10154069	10	93015	skill	FALSE	TRUE	FALSE	FALSE	1806	99	FALSE	8	4	1000				208	0	0																		
		10154069	10154100	93015	skill	FALSE	TRUE	FALSE	FALSE	1806	99	FALSE	8	4	1000				264	0	0																		
		10154069	10154101	93015	skill	FALSE	TRUE	FALSE	FALSE	1806	99	FALSE	8	4	1000				264	0	0																		
		10154070	1	93015	skill	FALSE	TRUE	FALSE	FALSE	1806	99	FALSE	8	4	1500				208	0	0																		
		10154071	2	93015	skill	FALSE	TRUE	FALSE	FALSE	1806	99	FALSE	8	4	1000				208	0	0																		
		10154072	3	93015	skill	FALSE	TRUE	FALSE	FALSE	1806	99	FALSE	8	4	1000				208	0	0																		
		10154073	4	93015	skill	FALSE	TRUE	FALSE	FALSE	1806	99	FALSE	8	4	1000				208	0	0																		
		10154074	5	93015	skill	FALSE	TRUE	FALSE	FALSE	1806	99	FALSE	8	4	1000				208	0	0																		
		10154075	6	93015	skill	FALSE	TRUE	FALSE	FALSE	1806	99	FALSE	8	4	1000				208	0	0																		
		10154076	7	93015	skill	FALSE	TRUE	FALSE	FALSE	1806	99	FALSE	8	4	1000				208	0	0																		
		10154077	8	93015	skill	FALSE	TRUE	FALSE	FALSE	1806	99	FALSE	8	4	1000				208	0	0																		
		10154078	9	93015	skill	FALSE	TRUE	FALSE	FALSE	1806	99	FALSE	8	4	1000				208	0	0																		
Raining Fire I	Can cast an enhanced Fire Avalanche.	10154080	93008	93008	skill	FALSE	TRUE	FALSE	onlyIcon	1807	99	FALSE	8	4	10000				261	0	0																		
Raining Fire I	Can cast an enhanced Fire Avalanche.	10154080	10154085	93008	skill	FALSE	TRUE	FALSE	onlyIcon	1807	99	FALSE	8	4	10000				264	0	0																		
Raining Fire II	Can cast a greatly enhanced Fire Avalanche.	10154081	93008	93008	skill	FALSE	TRUE	FALSE	onlyIcon	1807	99	FALSE	8	4	5000				261	0	0																		
Raining Fire II	Can cast a greatly enhanced Fire Avalanche.	10154081	10154085	93008	skill	FALSE	TRUE	FALSE	onlyIcon	1807	99	FALSE	8	4	5000				264	0	0																		
		10154082	1	93008	skill	FALSE	TRUE	FALSE	FALSE	1807	99	FALSE	8	4	1				4	3	0																		
		10154082	10154085	93008	skill	FALSE	TRUE	FALSE	FALSE	1807	99	FALSE	8	4	1				264	0	0																		
	BTS	10154085	0.38	93008	skill	FALSE	TRUE	FALSE	FALSE	1830	99	FALSE	8	4	2000				20	3	0																		
Disguised	Duplicating a target.	10154090	1	0	skill	FALSE	TRUE	FALSE	onlyIcon	1809	99	FALSE	8	4	60000				4	3	0																		
		10154100	2	93015	skill	FALSE	TRUE	FALSE	FALSE	1810	99	FALSE	8	4	2000				162	0	0																		
		10154101	2	93015	skill	FALSE	TRUE	FALSE	FALSE	1811	99	FALSE	8	4	2000				162	0	0																		
Emblem of Eminence	Provides the following effects.$BR $BRIncreases total HP by $H_W_GOOD1%$COLOR_END every second$BRIncreases the drop rate when hunting monsters by $H_W_GOOD100%$COLOR_END	14400001	0,01	0	doping	FALSE	TRUE	FALSE	TRUE	44802	100	TRUE	7	4	900000				51	3	1																		
Emblem of Eminence	Provides the following effects.$BR $BRIncreases total HP by $H_W_GOOD1%$COLOR_END every second$BRIncreases the drop rate when hunting monsters by $H_W_GOOD100%$COLOR_END	14400001	2	0	doping	FALSE	TRUE	FALSE	TRUE	44802	100	TRUE	7	4	900000				255	3	0																		
Glorious Memento	Provides the following effects.$BR $BR Increases total HP by $H_W_GOOD7%$COLOR_END$BR Increases endurance by $H_W_GOOD20%$COLOR_END$BR Increases attack speed by $H_W_GOOD15%$COLOR_END$BR Increases skill damage by $H_W_GOOD20%$COLOR_END$BR Prevents crystals from breaking $H_W_GOOD1$COLOR_END time	14400002	1,07	0	doping	FALSE	TRUE	FALSE	TRUE	44802	100	TRUE	7	4	900000				1	3	0																		
Glorious Memento	Provides the following effects.$BR $BR Increases total HP by $H_W_GOOD7%$COLOR_END$BR Increases endurance by $H_W_GOOD20%$COLOR_END$BR Increases attack speed by $H_W_GOOD15%$COLOR_END$BR Increases skill damage by $H_W_GOOD20%$COLOR_END$BR Prevents crystals from breaking $H_W_GOOD1$COLOR_END time	14400002	1,2	0	doping	FALSE	TRUE	FALSE	TRUE	44802	100	TRUE	7	4	900000				4	3	0																		
Glorious Memento	Provides the following effects.$BR $BR Increases total HP by $H_W_GOOD7%$COLOR_END$BR Increases endurance by $H_W_GOOD20%$COLOR_END$BR Increases attack speed by $H_W_GOOD15%$COLOR_END$BR Increases skill damage by $H_W_GOOD20%$COLOR_END$BR Prevents crystals from breaking $H_W_GOOD1$COLOR_END time	14400002	10	0	doping	FALSE	TRUE	FALSE	TRUE	44802	100	TRUE	7	4	900000				25	2	0				1082	FXCenter36													
Glorious Memento	Provides the following effects.$BR $BR Increases total HP by $H_W_GOOD7%$COLOR_END$BR Increases endurance by $H_W_GOOD20%$COLOR_END$BR Increases attack speed by $H_W_GOOD15%$COLOR_END$BR Increases skill damage by $H_W_GOOD20%$COLOR_END$BR Prevents crystals from breaking $H_W_GOOD1$COLOR_END time	14400002	1,15	0	doping	FALSE	TRUE	FALSE	TRUE	44802	100	TRUE	7	4	900000				24	3	0																		
Glorious Memento	Provides the following effects.$BR $BR Increases total HP by $H_W_GOOD7%$COLOR_END$BR Increases endurance by $H_W_GOOD20%$COLOR_END$BR Increases attack speed by $H_W_GOOD15%$COLOR_END$BR Increases skill damage by $H_W_GOOD20%$COLOR_END$BR Prevents crystals from breaking $H_W_GOOD1$COLOR_END time	14400002	1,2	0	doping	FALSE	TRUE	FALSE	TRUE	44802	100	TRUE	7	4	900000				162	3	0					FXCenter17		3266	3269										
Glorious Memento	Provides the following effects.$BR $BR Increases total HP by $H_W_GOOD7%$COLOR_END$BR Increases endurance by $H_W_GOOD20%$COLOR_END$BR Increases attack speed by $H_W_GOOD15%$COLOR_END$BR Increases skill damage by $H_W_GOOD20%$COLOR_END$BR Prevents crystals from breaking $H_W_GOOD1$COLOR_END time	14400002	1	0	doping	FALSE	TRUE	FALSE	TRUE	44802	100	TRUE	7	4	900000				237	2	0				4166	FXCenter15				4167									
Seal of the Undying Flame	Provides the following effects:$BR $BRIncreases maximum HP by $H_W_GOOD7%$COLOR_END$BRIncreases Endurance by $H_W_GOOD20%$COLOR_END$BRIncreases Movement Speed by $H_W_GOOD10$COLOR_END$BRIncreases Attack Speed by $H_W_GOOD15%$COLOR_END$BRRecovers $H_W_GOOD1%$COLOR_END of total HP every second$BRIncreases Skill Damage by $H_W_GOOD20%$COLOR_END$BRPrevents crystals from breaking $H_W_GOOD1$COLOR_END time$BRIncreases the drop rate when hunting monsters by $H_W_GOOD100%$COLOR_END$BRIncreases Movement Speed by $H_W_GOOD$value$COLOR_END	14400003	1,07	0	doping	FALSE	TRUE	FALSE	TRUE	44802	100	TRUE	7	4	900000				1	3	0																		
Seal of the Undying Flame	Provides the following effects:$BR $BRIncreases maximum HP by $H_W_GOOD7%$COLOR_END$BRIncreases Endurance by $H_W_GOOD20%$COLOR_END$BRIncreases Movement Speed by $H_W_GOOD10$COLOR_END$BRIncreases Attack Speed by $H_W_GOOD15%$COLOR_END$BRRecovers $H_W_GOOD1%$COLOR_END of total HP every second$BRIncreases Skill Damage by $H_W_GOOD20%$COLOR_END$BRPrevents crystals from breaking $H_W_GOOD1$COLOR_END time$BRIncreases the drop rate when hunting monsters by $H_W_GOOD100%$COLOR_END$BRIncreases Movement Speed by $H_W_GOOD$value$COLOR_END	14400003	1,2	0	doping	FALSE	TRUE	FALSE	TRUE	44802	100	TRUE	7	4	900000				4	3	0																		
Seal of the Undying Flame	Provides the following effects:$BR $BRIncreases maximum HP by $H_W_GOOD7%$COLOR_END$BRIncreases Endurance by $H_W_GOOD20%$COLOR_END$BRIncreases Movement Speed by $H_W_GOOD10$COLOR_END$BRIncreases Attack Speed by $H_W_GOOD15%$COLOR_END$BRRecovers $H_W_GOOD1%$COLOR_END of total HP every second$BRIncreases Skill Damage by $H_W_GOOD20%$COLOR_END$BRPrevents crystals from breaking $H_W_GOOD1$COLOR_END time$BRIncreases the drop rate when hunting monsters by $H_W_GOOD100%$COLOR_END$BRIncreases Movement Speed by $H_W_GOOD$value$COLOR_END	14400003	10	0	doping	FALSE	TRUE	FALSE	TRUE	44802	100	TRUE	7	4	900000				25	2	0				1082	FXCenter36													
Seal of the Undying Flame	Provides the following effects:$BR $BRIncreases maximum HP by $H_W_GOOD7%$COLOR_END$BRIncreases Endurance by $H_W_GOOD20%$COLOR_END$BRIncreases Movement Speed by $H_W_GOOD10$COLOR_END$BRIncreases Attack Speed by $H_W_GOOD15%$COLOR_END$BRRecovers $H_W_GOOD1%$COLOR_END of total HP every second$BRIncreases Skill Damage by $H_W_GOOD20%$COLOR_END$BRPrevents crystals from breaking $H_W_GOOD1$COLOR_END time$BRIncreases the drop rate when hunting monsters by $H_W_GOOD100%$COLOR_END$BRIncreases Movement Speed by $H_W_GOOD$value$COLOR_END	14400003	1,15	0	doping	FALSE	TRUE	FALSE	TRUE	44802	100	TRUE	7	4	900000				24	3	0																		
Seal of the Undying Flame	Provides the following effects:$BR $BRIncreases maximum HP by $H_W_GOOD7%$COLOR_END$BRIncreases Endurance by $H_W_GOOD20%$COLOR_END$BRIncreases Movement Speed by $H_W_GOOD10$COLOR_END$BRIncreases Attack Speed by $H_W_GOOD15%$COLOR_END$BRRecovers $H_W_GOOD1%$COLOR_END of total HP every second$BRIncreases Skill Damage by $H_W_GOOD20%$COLOR_END$BRPrevents crystals from breaking $H_W_GOOD1$COLOR_END time$BRIncreases the drop rate when hunting monsters by $H_W_GOOD100%$COLOR_END$BRIncreases Movement Speed by $H_W_GOOD$value$COLOR_END	14400003	0,01	0	doping	FALSE	TRUE	FALSE	TRUE	44802	100	TRUE	7	4	900000				51	3	1																		
