id	step	passivityCategoryId	kind	rate	enchantStep	id2	passivityLink	unchangeable
123026	6	123023						
123026	9	123023						
123026	10	223020						
123026	11	223021						
123026	12	223022						
123026			defence	1,045				
123026			balance	1,07				
123026			defence	1,06	13			
123026			defence	1,09	14			
123026			defence	1,12	15			
23035	3	23030						
23035	6	23030						
23035	9	23030						
23035			defence	1,045				
23035			balance	1,07				
123035	3	123030						
123035	6	123030						
123035	9	123030						
123035	10	223030						
123035	11	223031						
123035	12	223032						
123035			defence	1,045				
123035			balance	1,07				
123035			defence	1,06	13			
123035			defence	1,09	14			
123035			defence	1,12	15			
23036	3	23033						
23036	6	23033						
23036	9	23033						
23036			defence	1,045				
23036			balance	1,07				
123036	3	123033						
123036	6	123033						
123036	9	123033						
123036	10	223030						
123036	11	223031						
123036	12	223032						
123036			defence	1,045				
123036			balance	1,07				
123036			defence	1,06	13			
123036			defence	1,09	14			
123036			defence	1,12	15			
24005	3	24000						
24005	6	24000						
24005	9	24000						
24005			defence	1,045				
24005			balance	1,07				
124005	3	124000						
124005	6	124000						
124005	9	124000						
124005	10	224000						
124005	11	224001						
124005	12	224002						
124005			defence	1,045				
124005			balance	1,07				
124005			defence	1,06	13			
124005			defence	1,09	14			
124005			defence	1,12	15			
24006	3	24003						
24006	6	24003						
24006	9	24003						
24006			defence	1,045				
24006			balance	1,07				
124006	3	124003						
124006	6	124003						
124006	9	124003						
124006	10	224000						
124006	11	224001						
124006	12	224002						
124006			defence	1,045				
124006			balance	1,07				
124006			defence	1,06	13			
124006			defence	1,09	14			
124006			defence	1,12	15			
110201	3	110201						
110201	4	313						
110201	6	110201						
110201	8	314						
110201	9	110201						
110201	10	210000						
110201	11	210001						
110201	12	210002						
110201			attack	1,03				
110201			impact	1,07				
110202	3	110202						
110202	6	110202						
110202	9	110202						
110202	10	210000						
110202	11	210001						
110202	12	210002						
110202			attack	1,03				
110202			impact	1,07				
110203	3	110203						
110203	4	315						
110203	6	110203						
110203	8	316						
110203	9	110203						
110203	10	210000						
110203	11	210001						
110203	12	210002						
110203			attack	1,03				
110203			impact	1,07				
110211	3	110211						
110211	6	110211						
110211	9	110211						
110211	10	220000						
110211	11	220001						
110211	12	220002						
110211			defence	1,045				
110211			balance	1,07				
110311	3	110311						
110311	6	110311						
110311	9	110311						
110311	10	223020						
110311	11	223021						
110311	12	223022						
110311			defence	1,045				
110311			balance	1,07				
110312	3	110312						
110312	6	110312						
110312	9	110312						
110312	10	223030						
110312	11	223031						
110312	12	223032						
110312			defence	1,045				
110312			balance	1,07				
110411	3	110411						
110411	6	110411						
110411	9	110411						
110411	10	224000						
110411	11	224001						
110411	12	224002						
110411			defence	1,045				
110411			balance	1,07				
110501	3	110501						
110501	6	110501						
110501	9	110501						
110501	10	210000						
110501	11	210001						
110501	12	210002						
110501			attack	1,03				
110501			impact	1,07				
110503	3	110503						
110503	6	110503						
110503	9	110503						
110503	10	210000						
110503	11	210001						
110503	12	210002						
110503			attack	1,03				
110503			impact	1,07				
110512	3	110512						
110512	6	110512						
110512	9	110512						
110512	10	223020						
110512	11	223021						
110512	12	223022						
110512			defence	1,045				
110512			balance	1,07				
20302	3	20302						
20302	6	20302						
20302	9	20302						
20302			attack	1,03				
20302			impact	1,07				
120302	3	120302						
120302	6	120302						
120302	9	120302						
120302	10	210000						
120302	11	210001						
120302	12	210002						
120302			attack	1,03				
120302			impact	1,07				
20303	3	20303						
20303	6	20303						
20303	9	20303						
20303			attack	1,03				
20303			impact	1,07				
120303	3	120303						
120303	6	120303						
120303	9	120303						
120303	10	210000						
120303	11	210001						
120303	12	210002						
120303			attack	1,03				
120303			impact	1,07				
20304	3	20304						
20304	6	20304						
20304	9	20304						
20304			defence	1,045				
20304			balance	1,07				
120304	3	120304						
120304	6	120304						
120304	9	120304						
120304	10	220000						
120304	11	220001						
120304	12	220002						
120304			defence	1,045				
120304			balance	1,07				
20305	3	20305						
20305	6	20305						
20305	9	20305						
20305			defence	1,045				
20305			balance	1,07				
120305	3	120305						
120305	6	120305						
120305	9	120305						
120305	10	223020						
120305	11	223021						
120305	12	223022						
120305			defence	1,045				
120305			balance	1,07				
20306	3	20306						
20306	6	20306						
20306	9	20306						
20306			defence	1,045				
20306			balance	1,07				
120306	3	120306						
120306	6	120306						
120306	9	120306						
120306	10	223020						
120306	11	223021						
120306	12	223022						
120306			defence	1,045				
120306			balance	1,07				
20307	3	20307						
20307	6	20307						
20307	9	20307						
20307			defence	1,045				
20307			balance	1,07				
120307	3	120307						
120307	6	120307						
120307	9	120307						
120307	10	224000						
120307	11	224001						
120307	12	224002						
120307			defence	1,045				
120307			balance	1,07				
20401	3	20401						
20401	6	20401						
20401	9	20401						
20401			defence	1,045				
20401			balance	1,07				
120401	3	120401						
120401	6	120401						
120401	9	120401						
120401	10	220000						
120401	11	220001						
120401	12	220002						
120401			defence	1,045				
120401			balance	1,07				
20311	3	20302						
20311	5	20302						
20311	7	20302						
20311	9	20302						
20311			attack	1,03				
20311			impact	1,07				
120311	3	120302						
120311	5	120302						
120311	7	120302						
120311	9	120302						
120311	10	210000						
120311	11	210001						
120311	12	210002						
120311	13	210006						
120311	14	210007						
120311	15	210008						
120311			attack	1,03				
120311			impact	1,07				
120311			attack	1,03	13			
120311			attack	1,04	14			
120311			attack	1,05	15			
20312	3	20303						
20312	5	20303						
20312	7	20303						
20312	9	20303						
20312			attack	1,03				
20312			impact	1,07				
120312	3	120303						
120312	5	120303						
120312	7	120303						
120312	9	120303						
120312	10	210000						
120312	11	210001						
120312	12	210002						
120312	13	210009						
120312	14	210011						
120312	15	210012						
120312			attack	1,03				
120312			impact	1,07				
120312			attack	1,03	13			
120312			attack	1,04	14			
120312			attack	1,05	15			
20313	3	20304						
20313	5	20304						
20313	7	20304						
20313	9	20304						
20313			defence	1,045				
20313			balance	1,07				
120313	3	120304						
120313	5	120304						
120313	7	120304						
120313	9	120304						
120313	10	220000						
120313	11	220001						
120313	12	220002						
120313			defence	1,045				
120313			balance	1,07				
120313			defence	1,06	13			
120313			defence	1,09	14			
120313			defence	1,12	15			
20314	3	20305						
20314	6	20305						
20314	9	20305						
20314			defence	1,045				
20314			balance	1,07				
120314	3	120305						
120314	6	120305						
120314	9	120305						
120314	10	223020						
120314	11	223021						
120314	12	223022						
120314			defence	1,045				
120314			balance	1,07				
120314			defence	1,06	13			
120314			defence	1,09	14			
120314			defence	1,12	15			
20315	3	20306						
20315	6	20306						
20315	9	20306						
20315			defence	1,045				
20315			balance	1,07				
120315	3	120306						
120315	6	120306						
120315	9	120306						
120315	10	223020						
120315	11	223021						
120315	12	223022						
120315			defence	1,045				
120315			balance	1,07				
120315			defence	1,06	13			
120315			defence	1,09	14			
120315			defence	1,12	15			
20316	3	20307						
20316	6	20307						
20316	9	20307						
20316			defence	1,045				
20316			balance	1,07				
120316	3	120307						
120316	6	120307						
120316	9	120307						
120316	10	224000						
120316	11	224001						
120316	12	224002						
120316			defence	1,045				
120316			balance	1,07				
120316			defence	1,06	13			
120316			defence	1,09	14			
120316			defence	1,12	15			
70000	3	70010						
70000	6	70011						
70000	9	70012						
70000			attack	1,03				
70000			impact	1,07				
						10000	410000,410010,410020,410030,410040,410050,410060,410070,410110	
						110000	1410000,1410010,1410020,1410030,1410040,1410050,1410060,1410110	
						10010	410000,410010,410020,410030,410040,410050,410060,410070,410080,410110	
						110010	1410000,1410010,1410020,1410030,1410040,1410050,1410060,1410070,1410080,1410110	
						10011	410000,410010,410020,410030,410040,410050,410060,410070,410080,410110,410115	
						110011	1410000,1410010,1410020,1410030,1410040,1410050,1410060,1410070,1410080,1410110,1410115	
						10012	410000,410010,410020,410030,410040,410050,410060,410070	
						110012	1410000,1410010,1410020,1410030,1410040,1410050,1410060,1410070	
						10013	410000,410010,410020,410030,410040,410050,410060,410070,410080,410111,410115	
						110013	1410000,1410010,1410020,1410030,1410040,1410050,1410060,1410070,1410080,1410111,1410115	
						10020	410000,410010,410020,410030,410040,410050,410060,410070,410090,410110	
						110020	1410000,1410010,1410020,1410030,1410040,1410050,1410060,1410070,1410090,1410110	
						10021	410000,410010,410020,410030,410040,410050,410060,410070,410090,410110,410115	
						110021	1410000,1410010,1410020,1410030,1410040,1410050,1410060,1410070,1410090,1410110,1410115	
						10022	410000,410010,410020,410030,410050,410060,410070,410090	
						110022	1410000,1410010,1410020,1410030,1410040,1410050,1410060,1410070,1410090	
						10023	410000,410010,410020,410030,410040,410050,410060,410070,410090,410111,410115	
						110023	1410000,1410010,1410020,1410030,1410040,1410050,1410060,1410070,1410090,1410111,1410115	
						10024	410020,410040,410050,410060,410070,410111,410115,410120,410125	
						110024	1410020,1410040,1410050,1410060,1410070,1410111,1410115,1410120,1410125	
						10025	410020,410040,410050,410060,410070,410100,410111,410115,410120	
						110025	1410020,1410040,1410050,1410060,1410070,1410100,1410111,1410115,1410120	
						10030	410000,410010,410020,410030,410040,410050,410060,410070,410100,410110	
						110030	1410000,1410010,1410020,1410030,1410040,1410050,1410060,1410070,1410100,1410110	
						10031	410000,410010,410020,410030,410040,410050,410060,410070,410100,410110,410115	
						110031	1410000,1410010,1410020,1410030,1410040,1410050,1410060,1410070,1410100,1410110,1410115	
						10032	410010,410020,410030,410040,410050,410060,410070,410100	
						110032	1410010,1410020,1410030,1410040,1410050,1410060,1410070,1410100	
						10033	410000,410010,410020,410030,410040,410050,410060,410070,410100,410111,410115	
						110033	1410000,1410010,1410020,1410030,1410040,1410050,1410060,1410070,1410100,1410111,1410115	
						10040	410000,410020,410051,410061	
						110040	1410000,1410020,1410051,1410061	
						10111	410120,410020,410040,410050,410060,410070,410080,410110,410115	
						110111	1410120,1410020,1410040,1410050,1410060,1410070,1410080,1410110,1410115	
						10121	410120,410125,410020,410040,410050,410060,410070,410110,410115	
						110121	1410120,1410125,1410020,1410040,1410050,1410060,1410070,1410110,1410115	
						10131	410120,410020,410040,410050,410060,410070,410100,410110,410115	
						110131	1410120,1410020,1410040,1410050,1410060,1410070,1410100,1410110,1410115	
						110201	1410000,1410010,1410050	
						110202	1410000,1410010,1410090	
						110203	1410020,1410050,1410100	
						110204	1410051	
						110205	1410000	
						110211	1420000,1420030,1420040	
						2540	350000	
						2541	350105	
						2542	350200	
						2543	350300	
						2544	350400	
						2545	350500	
						2546	350600	
						2547	350706	
						2548	350802	
						2549	350906	
						2550	351002	
						2551	351100	
						110311	1423000,1423030,1423060	
						110312	1423020,1423060,1423070	
						110411	1424000,1424020,1424050	
						110511	425201,425301	
						110501	1410000,1410010,1410030	
						110503	1410020,1410050,1410100	
						110512	1423021,1423060,1423072	
						20000	420000,420010,420020,420030,420040,420050,420060,420070,420080,420090	
						120000	1420000,1420010,1420020,1420030,1420040,1420050,1420060,1420070,1420080,1420090	
						20001	420000,420010,420020,420030,420040,420050,420060,420070,420080,420090,420095	
						120001	1420000,1420010,1420020,1420030,1420040,1420050,1420060,1420070,1420080,1420090,1420095	
						20002	420000,420010,420021,420030,420040,420050,420060,420080	
						120002	1420000,1420010,1420021,1420030,1420040,1420050,1420060,1420080	
						20301	410000,410020,410051,410061	
						120301	1410000,1410020,1410051,1410061	
						20302	410000,410010,410020,410030,410040,410050,410060,410070,410090,410111,410115	
						120302	1410000,1410010,1410020,1410030,1410040,1410050,1410060,1410070,1410090,1410111,1410115	
						20303	410000,410010,410020,410030,410040,410050,410060,410070,410100,410111,410115	
						120303	1410000,1410010,1410020,1410030,1410040,1410050,1410060,1410070,1410100,1410111,1410115	
						20304	420000,420010,420021,420030,420040,420050,420060,420070,420080,420090,420095	
						120304	1420000,1420010,1420021,1420030,1420040,1420050,1420060,1420070,1420080,1420090,1420095	
						20305	423000,423021,423030,423040,423051,423060,423070	
						120305	1423000,1423021,1423030,1423040,1423051,1423060,1423070	
						20306	423000,423021,423030,423040,423051,423060,423072	
						120306	1423000,1423021,1423030,1423040,1423051,1423060,1423072	
						20307	424000,424010,424020,424030,424040,424051,424061	
						120307	1424000,1424010,1424020,1424030,1424040,1424051,1424061	
						20378	425000,425001,425100,425101,425200,425201,425300,425301	
						20401	420010,420021,420030,420060,420070,420080,420090,420095,420100	
						120401	1420010,1420021,1420030,1420060,1420070,1420080,1420090,1420095,1420100	
						20402	423000,423030,423040,423051,423060,423070,423021	
						120402	1423000,1423030,1423040,1423051,1423060,1423070,1423021	
						20403	423000,423021,423030,423040,423051,423060,423070	
						120403	1423000,1423021,1423030,1423040,1423051,1423060,1423070	
						20404	424000,424010,424020,424030,424040,424051,424061	
						120404	1424000,1424010,1424020,1424030,1424040,1424051,1424061	
						20003	420000,420010,420021,420030,420040,420050,420060,420070,420080,420090,420095	
						120003	1420000,1420010,1420021,1420030,1420040,1420050,1420060,1420070,1420080,1420090,1420095	
						23000	423000,423030,423040,423050,423060,423070	
						123000	1423000,1423030,1423040,1423050,1423060,1423070	
						23010	423010,423030,423040,423050,423060,423070	
						123010	1423010,1423030,1423040,1423050,1423060,1423070	
						23013	423010,423030,423040,423051,423060,423070	
						123013	1423010,1423030,1423040,1423051,1423060,1423070	
						23020	423000,423030,423040,423050,423060,423070	
						123020	1423000,1423030,1423040,1423050,1423060,1423070	
						23023	423000,423030,423040,423051,423060,423070	
						123023	1423000,1423030,1423040,1423051,1423060,1423070	
						23030	423020,423030,423040,423050,423060,423071	
						123030	1423020,1423030,1423040,1423050,1423060,1423071	
						23033	423020,423030,423040,423051,423060,423071	
						123033	1423020,1423030,1423040,1423051,1423060,1423071	
						23040	423000,423010,423030,423040,423050,423060,423070	
						123040	1423000,1423010,1423030,1423040,1423050,1423060,1423070	
						23050	423000,423020,423030,423040,423050,423060,423070	
						123050	1423000,1423020,1423030,1423040,1423050,1423060,1423070	
						24000	424000,424010,424020,424030,424040,424050,424060	
						124000	1424000,1424010,1424020,1424030,1424040,1424050,1424060	
						24003	424000,424010,424020,424030,424040,424050,424061	
						124003	1424000,1424010,1424020,1424030,1424040,1424050,1424061	
						130000	430000,430010,430020,430030,430040,430050	
						130001	430000,430010,430020,430030,430040,430050,430060	
						130010	435000,435001,435002,435003,435004,435005,435006,435007,435008,435009,435010,435011,435012,435013,435014,435015,435016,435017,435018,435019,435020	
						140000	440000,440010,440020,440030,440040,440050,440060	
						150000	455000,455010,455020,455030,455040,455050,455060,455070	
						150010	445000,445001,445002,445003,445004,445005,445006,445007,445008,445009,445010,445011,445012,445013,445014,445015,445016	
						160000	465100,465101,465200,465201,465300,465301,465400,465401,465500,465501	
						160001	465000,465001,465100,465101,465300,465301,465400,465401,465500,465501	
						160002	465100,465101,465300,465301,465400,465401,465500,465501,465600,465601	
						160003	465000,465001,465100,465101,465300,465301,465400,465401,465500,465501,465600,465601	
						170000	425000,425001,425100,425101,425200,425201,425300,425301	
						210000	1410160	
						210001	1410161	
						210002	1410162	
						210003	1410163	
						210004	1410164	
						210005	1410165	
						210006	1410166	
						210007	1410167	
						210008	1410168	
						210009	1410169	
						210011	1410170	
						210012	1410171	
						210010	1410130,1410131,1410132	
						210020	1410140,1410141,1410142	
						210030	1410150,1410151,1410152	
						220000	1420140	
						220001	1420141	
						220002	1420142	
						223000	1423120	
						223001	1423121	
						223002	1423122	
						223010	1423110	
						223011	1423111	
						223012	1423112	
						223020	1423120	
						223021	1423121	
						223022	1423122	
						223030	1423130	
						223031	1423131	
						223032	1423132	
						224000	1424090	
						224001	1424091	
						224002	1424092	
						223040	1423110,1423111,1423112,1423120,1423121,1423122	
						223050	1423120,1423121,1423122,1423130,1423131,1423132	
						2440	350000,350001,350002,350003,350005,350006,350007,350008,350009	
						2441	350100,350101,350102,350103,350104,350105,350106,350107,350108,350109	
						2442	350200,350201,350202,350203,350204,350205,350206,350208,350209	
						2443	350300,350301,350302,350303,350304,350305,350306,350307,350308,350309	
						2444	350400,350401,350402,350404,350405,350406,350407,350408,350409	
						2445	350500,350501,350502,350503,350504,350505,350506,350507,350508,350509	
						2446	350600,350602,350603,350604,350605,350606,350607,350608,350609	
						2447	350700,350701,350702,350703,350704,350705,350706,350707,350708,350709	
						50000	313000,313002,313004,313006,313008	True
						50010	313101,313103,313105,313107,313109	True
						50020	313200,313202,313204,313206,313208	True
						50030	313301,313303,313305,313307,313309	True
						50040	313400,313402,313404,313406,313408	True
						50050	313501,313503,313505,313507,313509	True
						50060	313600,313602,313604,313606,313608	True
						50070	313701,313703,313705,313707,313709	True
						51000	313001,313003,313005,313007,313009	True
						51010	313100,313102,313104,313106,313108	True
						51020	313201,313203,313205,313207,313209	True
						51030	313300,313302,313304,313306,313308	True
						51040	313401,313403,313405,313407,313409	True
						51050	313500,313502,313504,313506,313508	True
						51060	313601,313603,313605,313607,313609	True
						51070	313700,313702,313704,313706,313708	True
						60000	350001,350003,350005,350007,350009,350300,350302,350304,350306,350308,350500,350502,350504,350506,350508	True
						60010	350100,350102,350104,350106,350108,350201,350203,350205,350209	True
						60020	350401,350405,350407,350409,350601,350603,350605,350607,350609,350700,350702,350704,350706,350708	True
						61000	350000,350002,350004,350006,350008,350301,350303,350305,350307,350309,350501,350503,350505,350507,350509	True
						61010	350101,350103,350105,350107,350109,350200,350202,350204,350206,350208	True
						61020	350400,350402,350404,350406,350408,350600,350602,350604,350606,350608,350701,350703,350705,350707,350709	True
						70010	510010	True
						70011	510070	True
						70012	510050	True
						9000	312100,312101,312102,312103,312104	
						9001	312110,312111,312112,312113,312114,312112,312113,312114	
						4100005	4100005,4110005,4120005,4130005,4140005,4150005,4160005,4170005,4180005	
						4100006	4100006,4110006,4120006,4130006,4140006,4150006,4160006,4170006,4180006	
						4100007	4100007,4110007,4120007,4130007,4140007,4150007,4160007,4170007,4180007	
						4100008	4100008,4110008,4120008,4130008,4140008,4150008,4160008,4170008,4180008	
						4100009	4100009,4110009,4120009,4130009,4140009,4150009,4160009,4170009,4180009	
						10	310200,310200,310300,310300,310400,310400,310500,310500,310600,310600,310700,310800,310800,311000,311000,311100,311100,311200,311200,311300,311300	
						11	310200,310200,310300,310300,310400,310400,310500,310500,310600,310600,310700,310900,310900,311000,311000,311100,311100,311200,311200,311300,311300	
						12	310200,310200,310300,310300,310400,310400,310500,310500,310600,310600,310700,311000,311100,311200,311200,311100,311100,311300,311300,311500,311500,311600,311600	
						13	310950	
						14	310953	
						15	311510	
						16	311513	
						17	310200,310200,310300,310300,310400,310400,310500,310500,310600,310600,310700,310800,310800,311000,311000,311100,311100,311200,311200,311300,311300,3000004	
						18	310200,310200,310300,310300,310400,310400,310500,310500,310600,310600,310700,310900,310900,311000,311000,311100,311100,311200,311200,311300,311300,3000004	
						19	310200,310200,310300,310300,310400,310400,310500,310500,310600,310600,310700,311000,311100,311200,311200,311100,311100,311300,311300,311500,311500,311600,311600,3000004	
						30	310200,310200,310300,310300,310400,310400,310500,310500,310600,310600,310800,310800,311000,311000,311100,311100,311200,311200,311300,311300,3000005	
						31	310200,310200,310300,310300,310400,310400,310500,310500,310600,310600,310900,310900,311000,311000,311100,311100,311200,311200,311300,311300,3000005	
						32	310200,310200,310300,310300,310400,310400,310500,310500,310600,310600,311000,311100,311200,311200,311100,311100,311300,311300,311500,311500,311600,311600,3000005	
						110	310200,310200,310300,310300,310400,310400,310600,310600,310800,310800,311000,311000,311200,311200	
						111	310200,310200,310300,310300,310400,310400,310600,310600,310900,310900,311000,311000,311200,311200	
						112	310300,310300,311200,311200,311500,311500,311100,311100,311300,311300	
						120	320300,320300,320400,320400,320600,320600,320700,320700,325000,325000,325300,325300,325500,325500	
						1310	2310200,2310200,2310300,2310300,2310400,2310400,2310600,2310600,2310800,2310800,2311000,2311000,2311200,2311200	
						1311	2310200,2310200,2310300,2310300,2310400,2310400,2310600,2310600,2310900,2310900,2311000,2311000,2311200,2311200	
						1312	2310300,2310300,2311200,2311200,2311500,2311500,2311100,2311100,2311300,2311300	
						1320	2320300,2320300,2320400,2320400,2320600,2320600,2320700,2320700,2325000,2325000,2325300,2325300,2325500,2325500	
						310	2310200,2310200,2310300,2310300,2310400,2310400,2310500,2310500,2310600,2310600,2310700,2310800,2310800,2311000,2311000,2311100,2311100,2311200,2311200,2311300,2311300	
						311	2310200,2310200,2310300,2310300,2310400,2310400,2310500,2310500,2310600,2310600,2310700,2310900,2310900,2311000,2311000,2311100,2311100,2311200,2311200,2311300,2311300	
						312	2310200,2310200,2310300,2310300,2310400,2310400,2310500,2310500,2310600,2310600,2310700,2311000,2311000,2311100,2311100,2311200,2311200,2311300,2311300,2311500,2311500,2311600,2311600	
						313	310950	
						314	310953	
						315	311510	
						316	311513	
						317	2310950,2310951,2310952	
						318	2312200,2312201,2312202	
						319	2310200,2310200,2310300,2310300,2310400,2310400,2310500,2310500,2310600,2310600,2310800,2310800,2311000,2311000,2311100,2311100,2311200,2311200,2311300,2311300,3000005	
						308	2310200,2310200,2310300,2310300,2310400,2310400,2310500,2310500,2310600,2310600,2310900,2310900,2311000,2311000,2311100,2311100,2311200,2311200,2311300,2311300,3000005	
						309	2310200,2310200,2310300,2310300,2310400,2310400,2310500,2310500,2310600,2310600,2311000,2311000,2311100,2311100,2311200,2311200,2311300,2311300,2311500,2311500,2311600,2311600,3000005	
						410	1310200,1310200,1310300,1310300,1310400,1310400,1310500,1310500,1310600,1310600,1310700,1310800,1310800,1311000,1311000,1311100,1311100,1311200,1311200,1311300,1311300	
						411	1310200,1310200,1310300,1310300,1310400,1310400,1310500,1310500,1310600,1310600,1310700,1310900,1310900,1311000,1311000,1311100,1311100,1311200,1311200,1311300,1311300	
						412	1310200,1310200,1310300,1310300,1310400,1310400,1310500,1310500,1310600,1310600,1310700,1311000,1311000,1311100,1311100,1311200,1311200,1311300,1311300,1311500,1311500,1311600,1311600	
						510	310200,310200,310300,310300,310400,310400,310500,310500,310600,310600,310700,310800,310800,311000,311000,311100,311100,311300,311300	
						511	310200,310200,310300,310300,310400,310400,310500,310500,310600,310600,310700,310900,310900,311000,311000,311100,311100,311300,311300	
						512	310200,310200,310300,310300,310400,310400,310500,310500,310600,310600,310700,311000,311000,311100,311100,311300,311300,311500,311500,311600,311600	
						4510	1310200,1310200,1310300,1310300,1310400,1310400,1310500,1310500,1310600,1310600,1310700,1310800,1310800,1311000,1311000,1311100,1311100,1311300,1311300	
						4511	1310200,1310200,1310300,1310300,1310400,1310400,1310500,1310500,1310600,1310600,1310700,1310900,1310900,1311000,1311000,1311100,1311100,1311300,1311300	
						4512	1310200,1310200,1310300,1310300,1310400,1310400,1310500,1310500,1310600,1310600,1310700,1311000,1311000,1311100,1311100,1311300,1311300,1311500,1311500,1311600,1311600	
						610	310200,310300,310400,310500,310800,311000,311200	
						611	310200,310300,310400,310500,310900,311000,311200	
						612	310200,310300,310400,310500,311200,311500,311600	
						613	310203,310303,310403,310503,310803,311003,311203	
						614	310203,310303,310403,310503,310903,311003,311203	
						615	310203,310303,310403,310503,311203,311503,311603	
						910	310200,310300,310400,310400,310400,310600,310800,311000,311000,311100,311100,311201,311300,311300	
						911	310200,310300,310400,310400,310400,310600,310900,311000,311000,311100,311100,311201,311300,311300	
						912	310200,310300,310400,310400,310400,310600,311000,311000,311100,311100,311201,311300,311300,311500,311600	
						3910	2310200,2310300,2310400,2310400,2310400,2310600,2310800,2311000,2311000,2311100,2311100,2311201,2311300,2311300	
						3911	2310200,2310300,2310400,2310400,2310400,2310600,2310900,2311000,2311000,2311100,2311100,2311201,2311300,2311300	
						3912	2310200,2310300,2310400,2310400,2310400,2310600,2311000,2311000,2311100,2311100,2311201,2311300,2311300,2311500,2311600	
						810	310200,310300,310400,310400,310400,310500,310500,310500,310600,310800,311000,311000,311100,311100,311201,311300,311300	
						811	310200,310300,310400,310400,310400,310500,310500,310500,310600,310900,311000,311000,311100,311100,311201,311300,311300	
						812	310200,310300,310400,310400,310400,310500,310500,310500,310600,311000,311000,311100,311100,311201,311300,311300,311500,311600	
						3810	2310200,2310300,2310400,2310400,2310400,2310500,2310500,2310500,2310600,2310800,2311000,2311000,2311100,2311100,2311201,2311300,2311300	
						3811	2310200,2310300,2310400,2310400,2310400,2310500,2310500,2310500,2310600,2310900,2311000,2311000,2311100,2311100,2311201,2311300,2311300	
						3812	2310200,2310300,2310400,2310400,2310400,2310500,2310500,2310500,2310600,2311000,2311000,2311100,2311100,2311201,2311300,2311300,2311500,2311600	
						1010	310200,310300,310400,310400,310400,310500,310500,310500,310600,310800,311000,311000,311100,311100,311300,311300	
						1011	310200,310300,310400,310400,310400,310500,310500,310500,310600,310900,311000,311000,311100,311100,311300,311300	
						1012	310200,310300,310400,310400,310400,310500,310500,310500,310600,311000,311000,311100,311100,311300,311300,311500,311600	
						41010	1310200,1310300,1310400,1310400,1310400,1310500,1310500,1310500,1310600,1310800,1311000,1311000,1311100,1311100,1311300,1311300	
						41011	1310200,1310300,1310400,1310400,1310400,1310500,1310500,1310500,1310600,1310900,1311000,1311000,1311100,1311100,1311300,1311300	
						41012	1310200,1310300,1310400,1310400,1310400,1310500,1310500,1310500,1310600,1311000,1311000,1311100,1311100,1311300,1311300,1311500,1311600	
						1100	310200,310300,310400,310800,311000,311200	
						1101	311100,310200,310300,310400,310900,311200	
						1102	310200,310300,310400,311500,311600,311200	
						41100	1310200,1310300,1310400,1310800,1311000,1311200	
						41101	1311100,1310200,1310300,1310400,1310900,1311200	
						41102	1310200,1310300,1310400,1311500,1311600,1311200	
						41103	1310200,1310300,1310400,1310800,1311000,1311200,3000004	
						41104	1311100,1310200,1310300,1310400,1310900,1311200,3000004	
						41105	1310200,1310300,1310400,1311500,1311600,1311200,3000004	
						41106	1310200,1310300,1310400,1310800,1311000,1311200,3000005	
						41107	1311100,1310200,1310300,1310400,1310900,1311200,3000005	
						41108	1310200,1310300,1310400,1311500,1311600,1311200,3000005	
						1200	310200,310300,310400,310800,311000,311200	
						1201	310200,310300,310400,311500,311600,311200	
						1202	311100,310200,310300,310400,310900,311200	
						1300	313800,313800,313900,313900,310800,311200,311300,311300,310600,310600,311100,311100,310700	
						1301	313800,313800,313900,313900,310900,311200,311300,311300,310600,310600,311100,311100,310700	
						1302	313800,313800,313900,313900,311500,311200,311300,311300,310600,310600,311100,311100,310700	
						1400	313800,313900,310800,311200,310600,311100,311300,310700	
						1401	313800,313900,310900,311200,310600,311100,311300,310700	
						1402	313800,313900,311500,311200,310600,311100,311300,310700	
						1403	310200,310200,310300,310300,313900,313900,313800,313800,310600,310600,310700,310800,310800,311000,311000,311100,311100,311200,311200,311300,311300	
						1404	310200,310200,310300,310300,313900,313900,313800,313800,310600,310600,310700,310900,310900,311000,311000,311100,311100,311200,311200,311300,311300	
						1405	310200,310200,310300,310300,313900,313900,313800,313800,310600,310600,310700,311000,311100,311200,311200,311100,311100,311300,311300,311500,311500,311600,311600	
						41400	1313800,1313900,1310800,1311200,1310600,1311100,1311300,1310700	
						41401	1313800,1313900,1310900,1311200,1310600,1311100,1311300,1310700	
						41402	1313800,1313900,1311500,1311200,1310600,1311100,1311300,1310700	
						41403	1310200,1310200,1310300,1310300,1313900,1313900,1313800,1313800,1310600,1310600,1310700,1310800,1310800,1311000,1311000,1311100,1311100,1311200,1311200,1311300,1311300	
						41404	1310200,1310200,1310300,1310300,1313900,1313900,1313800,1313800,1310600,1310600,1310700,1310900,1310900,1311000,1311000,1311100,1311100,1311200,1311200,1311300,1311300	
						41405	1310200,1310200,1310300,1310300,1313900,1313900,1313800,1313800,1310600,1310600,1310700,1311000,1311000,1311100,1311100,1311200,1311200,1311300,1311300,1311500,1311500,1311600,2311600	
						41406	2313801,2313801,2313801,2313801	
						20	320200,320200,320300,320300,320400,320400,320500,320500,320600,320600,320700,320700,320800,325000,325000,325100,325100,325200,325200,325300,325300,325400,325400,325500,325500	
